SATISFACTION_WITH_FINANCIAL_CONDITION,SPENDING_COMPARISON_TO_INCOME,DIFFICULTY_COVERING_EXPENSES,FIN_ANXIETY,EMERGENCY_FUNDS,CONFIDENCE_GET_2000,CREDIT_RECORD_RATING,CHECKING_ACCOUNT,SAVINGS_ACCOUNT,OVERDRAW_CHECKING_ACCOUNT,REGULAR_CONTRIBUTION_TO_RETIREMENT,OTHER_INVESTMENTS,ALWAYS_PAY_CR_FULL_12MO,USED_PAYDAY_LOAN,DEBT_COLLECTED_12MO,TOO_MUCH_DEBT_STRENGTH,D2D_FINANCIAL_SKILL,FINANCIAL_KNOWLEDGE_ASSESS,RACE_ETHNICITY,EDUCATION_LEVEL,HIGHEST_EDUCATION_OF_RAISERS,NUM_DEPENDENT_CHILDREN,BINARIZED_GENDER,AGE,LAYOFF_PANDEMIC,EXPECT_INHERIT_10K_PLUS,STATE,FIN_ED_HS,FIN_ED_ALL,Z,FIN_HEALTH
3.0,0.0,4.5,7.0,0.0,0.0,4.5,2.25,0.0,4.5,4.5,0.0,9.0,3.75,4.5,6.0,3.0,1.5,1,4,4.0,1,2,3,1.0,2.0,15,2.0,2.0,0,58.0
2.0,0.0,4.5,7.0,0.0,1.5,2.25,2.25,0.0,4.5,4.5,0.0,0.0,3.75,4.5,0.0,4.5,3.0,1,5,4.0,1,2,4,1.0,2.0,34,2.0,2.0,0,44.25
2.0,0.0,4.5,6.0,0.0,1.5,6.75,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,0.0,7.5,3.0,1,6,5.0,6,2,2,2.0,4.5,36,2.0,2.0,0,67.25
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.75,1,6,4.0,6,1,2,2.0,4.5,29,1.0,2.0,1,125.25
9.0,0.0,9.0,6.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,0.0,9.0,11.25,0.0,18.0,6.0,3.75,1,5,4.0,1,1,3,2.0,2.0,39,2.0,2.0,0,105.75
7.0,4.5,4.5,5.0,0.0,3.0,6.75,2.25,2.25,0.0,9.0,6.75,9.0,3.75,4.5,6.0,6.0,1.5,1,7,6.0,6,1,2,1.0,2.0,31,2.0,2.0,0,81.75
9.0,0.0,0.0,7.0,4.5,4.5,0.0,2.25,2.25,4.5,9.0,6.75,9.0,2.5,0.0,9.0,6.0,4.5,2,6,6.0,6,2,2,1.0,1.0,33,1.0,2.0,1,80.75
9.0,4.5,4.5,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,6.0,1.5,2,5,5.0,1,2,2,1.0,1.0,5,1.0,2.0,1,81.0
0.0,4.5,0.0,7.0,0.0,0.0,0.0,2.25,0.0,0.0,4.5,6.75,0.0,11.25,0.0,0.0,3.0,1.5,1,4,3.0,5,1,4,2.0,1.0,38,1.0,2.0,1,40.75
8.0,4.5,4.5,7.0,0.0,3.0,6.75,2.25,2.25,0.0,4.5,6.75,9.0,2.5,4.5,0.0,4.5,3.0,2,3,4.0,1,2,1,1.0,2.0,43,2.0,2.0,0,73.0
8.0,9.0,9.0,2.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,6.75,0.0,11.25,4.5,12.0,7.5,4.5,2,7,2.0,2,1,3,2.0,1.0,44,2.0,2.0,0,100.0
7.0,4.5,4.5,6.0,4.5,1.5,6.75,0.0,2.25,2.25,9.0,0.0,9.0,3.75,4.5,3.0,6.0,3.0,1,6,5.0,3,1,3,2.0,1.0,33,1.0,2.0,1,77.5
6.0,9.0,9.0,2.0,4.5,4.5,2.25,2.25,2.25,4.5,9.0,3.375,4.5,11.25,4.5,6.0,6.0,1.5,1,4,2.0,5,2,4,1.0,2.0,26,1.0,2.0,1,92.375
8.0,0.0,4.5,5.0,4.5,1.5,6.75,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,7.5,4.5,2,4,3.0,1,2,3,1.0,4.5,10,2.0,2.0,0,94.0
6.0,9.0,9.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,12.0,6.0,3.0,1,6,5.0,6,1,3,2.0,2.0,36,1.0,2.0,1,113.25
8.0,4.5,4.5,6.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,6.75,9.0,5.625,0.0,0.0,7.5,4.5,1,7,6.0,3,1,3,1.0,1.0,33,1.0,2.0,1,84.125
6.0,4.5,0.0,6.0,4.5,3.0,4.5,2.25,2.25,0.0,0.0,6.75,0.0,1.25,0.0,3.0,4.5,3.75,2,4,4.0,4,1,1,1.0,1.0,11,2.0,2.0,0,52.25
3.0,4.5,9.0,6.0,2.25,3.0,6.75,1.125,2.25,2.25,4.5,3.375,4.5,2.5,0.0,0.0,9.0,4.5,2,2,3.0,5,2,1,2.0,1.0,31,1.0,2.0,1,68.5
7.0,4.5,4.5,5.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,0.0,0.0,11.25,4.5,6.0,7.5,3.75,1,6,5.0,2,1,3,2.0,1.0,36,2.0,2.0,0,81.75
6.0,9.0,9.0,5.0,0.0,1.5,4.5,2.25,0.0,4.5,4.5,6.75,0.0,11.25,4.5,9.0,9.0,3.75,2,6,2.0,6,2,1,2.0,4.5,44,1.0,2.0,1,90.5
4.0,0.0,4.5,7.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,4.5,0.0,1,4,3.0,6,2,3,2.0,2.0,15,2.0,2.0,0,76.25
9.0,0.0,9.0,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,11.25,0.0,0.0,9.0,4.5,2,5,4.0,6,2,1,1.0,1.0,25,1.0,2.0,1,97.0
0.0,0.0,0.0,7.0,4.5,0.0,0.0,2.25,0.0,4.5,4.5,0.0,4.5,5.625,0.0,18.0,9.0,2.25,1,4,2.0,1,2,1,1.0,2.0,49,1.0,2.0,1,62.125
9.0,0.0,9.0,7.0,4.5,3.0,0.0,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,0.0,9.0,4.5,1,3,2.0,1,1,3,1.0,2.0,44,1.0,2.0,1,76.5
9.0,4.5,4.5,7.0,0.0,3.0,4.5,2.25,0.0,4.5,0.0,0.0,9.0,11.25,4.5,9.0,6.0,2.25,1,1,1.0,2,2,3,1.0,2.0,33,1.0,2.0,1,81.25
0.0,0.0,4.5,7.0,0.0,3.0,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,0.0,0.0,9.0,3.0,2,6,5.0,6,2,2,2.0,2.0,13,1.0,2.0,1,69.25
2.0,9.0,4.5,7.0,4.5,4.5,4.5,2.25,2.25,4.5,4.5,0.0,4.5,11.25,4.5,18.0,3.0,2.25,1,4,2.0,6,2,1,1.0,2.0,39,1.0,2.0,1,93.0
8.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,4.5,11.25,4.5,18.0,9.0,4.5,1,6,5.0,6,2,2,2.0,1.0,47,2.0,2.0,0,125.5
6.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,0.0,4.5,4.5,6.75,0.0,11.25,4.5,15.0,7.5,3.75,1,4,3.0,6,1,3,2.0,1.0,39,1.0,2.0,1,104.0
0.0,0.0,9.0,7.0,0.0,4.5,0.0,2.25,2.25,0.0,0.0,6.75,4.5,11.25,0.0,9.0,9.0,3.75,2,4,5.0,2,2,3,2.0,1.0,37,1.0,2.0,1,69.25
6.0,4.5,4.5,5.0,4.5,1.5,4.5,2.25,0.0,0.0,0.0,6.75,9.0,2.5,0.0,12.0,6.0,1.5,1,6,6.0,2,2,1,1.0,2.0,5,1.0,2.0,1,70.5
9.0,0.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,6,5.0,1,2,2,2.0,2.0,26,1.0,2.0,1,118.0
6.0,0.0,4.5,5.0,0.0,0.0,2.25,2.25,2.25,0.0,4.5,0.0,4.5,3.75,0.0,6.0,6.0,2.25,1,4,3.0,5,2,3,2.0,2.0,43,1.0,2.0,1,49.25
6.0,9.0,4.5,5.0,4.5,4.5,4.5,1.125,2.25,2.25,9.0,0.0,9.0,11.25,4.5,9.0,6.0,2.25,2,7,5.0,1,2,3,2.0,2.0,23,2.0,2.0,0,94.625
3.0,0.0,9.0,5.0,0.0,3.0,2.25,2.25,2.25,4.5,4.5,0.0,0.0,11.25,0.0,3.0,7.5,2.25,1,4,2.0,1,2,2,2.0,2.0,5,2.0,2.0,0,59.75
0.0,0.0,4.5,7.0,4.5,4.5,4.5,2.25,2.25,0.0,0.0,0.0,0.0,11.25,4.5,0.0,9.0,4.5,2,6,4.0,6,1,3,1.0,2.0,44,1.0,2.0,1,58.75
8.0,0.0,9.0,6.0,4.5,4.5,4.5,2.25,0.0,4.5,4.5,0.0,4.5,11.25,0.0,15.0,9.0,3.0,2,2,2.0,3,2,2,2.0,2.0,39,2.0,2.0,0,90.5
7.0,9.0,9.0,4.0,4.5,3.0,9.0,2.25,0.0,4.5,4.5,0.0,0.0,11.25,4.5,15.0,7.5,3.0,1,6,5.0,6,1,3,2.0,1.0,50,1.0,2.0,1,98.0
6.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,15.0,7.5,2.25,2,6,5.0,6,2,2,2.0,1.0,5,2.0,2.0,0,121.25
6.0,4.5,9.0,6.0,4.5,4.5,4.5,2.25,0.0,0.0,4.5,0.0,9.0,3.75,0.0,3.0,3.0,3.0,2,4,3.0,6,1,1,2.0,4.5,44,1.0,2.0,1,67.5
7.0,9.0,4.5,3.0,4.5,3.0,9.0,2.25,2.25,4.5,0.0,0.0,9.0,3.75,4.5,3.0,4.5,1.5,1,4,3.0,6,1,1,2.0,2.0,5,2.0,2.0,0,75.25
9.0,4.5,9.0,7.0,4.5,4.5,9.0,1.125,2.25,2.25,4.5,6.75,9.0,1.25,4.5,9.0,5.25,3.0,2,2,4.0,1,2,1,2.0,2.0,33,1.0,2.0,1,96.375
6.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,6.0,9.0,3.75,1,6,4.0,3,1,3,2.0,1.0,14,1.0,2.0,1,107.25
6.0,9.0,9.0,5.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,2.25,1,6,5.0,6,2,3,1.0,1.0,5,2.0,2.0,0,124.25
8.0,0.0,9.0,6.0,4.5,4.5,6.75,2.25,0.0,0.0,4.5,6.75,0.0,1.25,0.0,3.0,6.0,3.75,2,1,1.0,6,1,1,1.0,2.0,10,1.0,2.0,1,66.25
6.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,3.75,1,6,6.0,6,2,3,2.0,4.5,5,2.0,2.0,0,116.25
7.0,9.0,9.0,1.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,6.0,9.0,4.5,2,5,5.0,1,2,2,2.0,1.0,10,2.0,2.0,0,106.25
8.0,4.5,9.0,7.0,4.5,1.5,9.0,2.25,2.25,4.5,4.5,6.75,4.5,5.625,0.0,9.0,9.0,4.5,2,2,2.0,6,1,1,2.0,1.0,10,1.0,2.0,1,96.375
2.0,4.5,4.5,7.0,4.5,4.5,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,4.5,0.0,6.0,2.25,2,4,3.0,6,2,2,2.0,2.0,19,2.0,2.0,0,69.0
3.0,4.5,4.5,7.0,0.0,1.5,4.5,2.25,2.25,0.0,4.5,6.75,0.0,11.25,4.5,0.0,4.5,3.0,2,7,6.0,1,2,4,2.0,2.0,33,1.0,2.0,1,64.0
9.0,0.0,0.0,7.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,3.75,0.0,18.0,0.0,4.5,2,7,5.0,1,1,2,1.0,1.0,21,1.0,2.0,1,89.5
0.0,4.5,4.5,6.0,4.5,0.0,4.5,2.25,0.0,0.0,4.5,0.0,0.0,11.25,4.5,6.0,6.0,3.0,1,5,5.0,3,2,3,1.0,2.0,18,1.0,2.0,1,61.5
5.0,9.0,4.5,6.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,0.0,7.5,3.0,1,7,6.0,6,2,3,2.0,2.0,28,1.0,2.0,1,91.25
7.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,3.0,1,6,5.0,6,1,3,2.0,1.0,18,1.0,2.0,1,127.5
4.0,4.5,4.5,3.0,0.0,4.5,4.5,2.25,2.25,4.5,4.5,0.0,0.0,3.75,4.5,15.0,6.0,3.0,2,7,6.0,1,1,3,1.0,2.0,33,2.0,2.0,0,70.75
7.0,9.0,9.0,5.0,4.5,4.5,6.75,2.25,0.0,4.5,9.0,6.75,0.0,11.25,4.5,6.0,7.5,3.75,1,6,5.0,4,1,3,2.0,2.0,3,1.0,2.0,1,101.25
7.0,0.0,9.0,1.0,4.5,2.25,4.5,0.0,2.25,2.25,4.5,0.0,4.5,11.25,4.5,18.0,9.0,3.0,2,2,4.5,6,1,1,2.0,4.5,14,1.0,2.0,1,87.5
9.0,0.0,4.5,7.0,2.25,1.5,6.75,1.125,2.25,2.25,0.0,6.75,9.0,5.625,2.25,9.0,6.0,2.625,2,5,4.0,1,2,1,2.0,4.5,5,1.0,2.0,1,77.875
3.0,4.5,0.0,5.0,4.5,4.5,4.5,2.25,0.0,4.5,9.0,6.75,9.0,2.5,0.0,6.0,7.5,1.5,2,4,3.0,6,2,1,1.0,1.0,10,1.0,2.0,1,75.0
9.0,0.0,9.0,5.0,2.25,3.0,6.75,2.25,2.25,4.5,0.0,3.375,9.0,2.5,4.5,6.0,1.5,2.25,2,7,6.0,2,2,1,2.0,1.0,14,2.0,2.0,0,73.125
0.0,4.5,4.5,6.0,0.0,0.0,2.25,2.25,2.25,0.0,9.0,0.0,0.0,11.25,4.5,15.0,4.5,3.75,1,4,3.0,6,1,3,4.5,4.5,3,1.0,2.0,1,69.75
5.0,0.0,9.0,4.0,2.25,3.0,9.0,2.25,2.25,4.5,4.5,6.75,9.0,11.25,4.5,18.0,9.0,3.0,2,7,6.0,6,2,6,2.0,4.5,31,1.0,2.0,1,107.25
6.0,0.0,9.0,5.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,0.0,0.0,11.25,4.5,3.0,6.0,3.75,1,4,5.0,1,2,2,2.0,2.0,50,1.0,2.0,1,77.75
9.0,9.0,9.0,5.0,4.5,3.0,9.0,2.25,2.25,0.0,9.0,6.75,9.0,2.5,0.0,18.0,7.5,3.75,2,6,5.0,6,2,1,1.0,1.0,26,1.0,2.0,1,109.5
7.0,9.0,4.5,4.0,4.5,4.5,6.75,2.25,2.25,4.5,4.5,3.375,9.0,3.75,4.5,12.0,7.5,3.75,1,4,5.0,6,1,1,2.0,4.5,10,1.0,2.0,1,97.625
3.0,4.5,4.5,4.0,0.0,0.0,2.25,2.25,0.0,0.0,4.5,0.0,4.5,2.5,4.5,9.0,4.5,2.25,2,1,2.0,1,1,2,1.0,1.0,34,1.0,2.0,1,52.25
9.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,2.25,4.5,0.0,9.0,2.5,0.0,18.0,9.0,4.5,2,7,6.0,6,2,2,2.0,1.0,44,1.0,2.0,1,100.25
3.0,0.0,4.5,6.0,0.0,0.0,2.25,2.25,0.0,4.5,4.5,0.0,0.0,11.25,4.5,3.0,9.0,3.0,1,2,2.0,1,2,4,2.0,2.0,14,1.0,2.0,1,57.75
8.0,4.5,0.0,7.0,4.5,4.5,6.75,2.25,0.0,0.0,4.5,3.375,9.0,1.25,0.0,0.0,4.5,4.5,2,6,6.0,2,2,2,1.0,4.5,26,1.0,2.0,1,64.625
9.0,9.0,4.5,4.0,4.5,4.5,6.75,2.25,0.0,4.5,4.5,6.75,4.5,11.25,0.0,15.0,9.0,3.75,1,4,3.0,6,1,3,2.0,4.5,20,1.0,2.0,1,103.75
7.0,4.5,4.5,5.0,0.0,3.0,9.0,2.25,0.0,0.0,0.0,0.0,0.0,1.25,0.0,6.0,7.5,3.0,1,5,4.0,6,1,2,2.0,2.0,44,2.0,2.0,0,53.0
1.0,0.0,4.5,6.0,0.0,3.0,9.0,2.25,2.25,4.5,0.0,6.75,0.0,11.25,4.5,0.0,6.0,3.75,1,5,4.0,3,1,2,2.0,2.0,44,1.0,2.0,1,64.75
5.0,0.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,6.0,7.5,3.0,2,7,2.0,6,1,3,2.0,2.0,44,2.0,2.0,0,103.0
4.0,0.0,0.0,4.0,4.5,4.5,4.5,0.0,2.25,2.25,4.5,6.75,4.5,3.75,4.5,9.0,6.0,1.5,2,4,3.0,3,2,2,1.0,2.0,29,2.0,2.0,0,66.5
6.0,9.0,4.5,4.0,4.5,1.5,4.5,2.25,2.25,4.5,4.5,0.0,9.0,2.5,4.5,9.0,7.5,3.75,2,5,4.0,6,2,1,2.0,2.0,47,1.0,2.0,1,83.75
6.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,11.25,4.5,15.0,9.0,3.75,2,7,6.0,6,1,3,2.0,1.0,5,2.0,2.0,0,117.75
6.0,9.0,9.0,7.0,4.5,4.5,6.75,2.25,2.25,0.0,9.0,6.75,9.0,11.25,4.5,18.0,7.5,3.0,2,6,5.0,2,2,4,2.0,2.0,14,1.0,2.0,1,120.25
7.0,9.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,3.0,2,6,5.0,5,1,2,2.0,2.0,23,2.0,2.0,0,117.75
9.0,0.0,4.5,7.0,4.5,4.5,4.5,2.25,0.0,0.0,4.5,0.0,9.0,11.25,0.0,3.0,9.0,4.5,2,5,4.0,3,2,3,1.0,2.0,15,2.0,2.0,0,77.5
9.0,0.0,9.0,4.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,2,4,3.0,1,1,3,2.0,1.0,5,1.0,2.0,1,114.25
3.0,9.0,4.5,3.0,4.5,4.5,6.75,2.25,2.25,0.0,9.0,6.75,0.0,11.25,4.5,12.0,7.5,3.75,1,4,3.0,6,1,3,2.0,4.5,16,1.0,2.0,1,94.5
7.0,4.5,4.5,6.0,0.0,1.5,9.0,2.25,2.25,4.5,4.5,6.75,9.0,5.625,4.5,0.0,7.5,1.5,2,3,5.0,6,2,1,2.0,1.0,33,1.0,2.0,1,80.875
5.0,0.0,9.0,4.0,0.0,3.0,9.0,1.125,0.0,2.25,4.5,3.375,4.5,11.25,4.5,9.0,4.5,2.25,2,3,2.0,6,2,1,2.0,4.5,26,1.0,2.0,1,77.25
9.0,9.0,9.0,4.0,4.5,3.0,6.75,2.25,2.25,0.0,9.0,0.0,9.0,11.25,4.5,18.0,9.0,4.5,2,4,3.0,6,2,1,2.0,2.0,33,1.0,2.0,1,115.0
6.0,9.0,9.0,6.0,0.0,3.0,4.5,2.25,2.25,4.5,9.0,6.75,9.0,3.75,4.5,3.0,9.0,4.5,2,4,3.0,1,1,3,1.0,2.0,5,2.0,2.0,0,96.0
2.0,0.0,9.0,4.0,0.0,0.0,4.5,2.25,0.0,4.5,4.5,0.0,4.5,11.25,2.25,18.0,9.0,4.5,2,5,4.0,5,2,5,2.0,4.5,5,1.0,2.0,1,80.25
8.0,9.0,9.0,1.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,0.0,11.25,4.5,18.0,9.0,3.75,1,6,5.0,4,1,3,2.0,1.0,39,1.0,2.0,1,109.5
7.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,18.0,7.5,3.75,1,6,5.0,4,1,3,2.0,2.0,44,1.0,2.0,1,103.5
4.0,9.0,4.5,7.0,4.5,4.5,4.5,2.25,2.25,4.5,0.0,0.0,0.0,11.25,4.5,6.0,6.0,3.0,1,6,5.0,6,1,2,1.0,1.0,23,1.0,2.0,1,77.75
9.0,4.5,0.0,7.0,4.5,1.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,2.5,0.0,0.0,9.0,4.5,1,7,6.0,1,1,3,1.0,1.0,11,1.0,2.0,1,80.75
6.0,4.5,4.5,6.0,0.0,0.0,4.5,2.25,2.25,4.5,4.5,0.0,0.0,2.5,4.5,3.0,6.0,3.0,2,4,3.0,6,1,2,1.0,2.0,11,2.0,2.0,0,58.0
9.0,4.5,9.0,7.0,0.0,0.0,6.75,2.25,0.0,4.5,4.5,0.0,4.5,3.75,4.5,9.0,7.5,3.75,1,2,5.0,6,2,3,2.0,2.0,34,2.0,2.0,0,80.5
7.0,0.0,9.0,5.0,0.0,3.0,6.75,2.25,2.25,4.5,4.5,0.0,9.0,3.75,4.5,12.0,9.0,4.5,1,5,4.0,5,2,2,2.0,1.0,14,1.0,2.0,1,87.0
4.0,9.0,4.5,5.0,0.0,3.0,2.25,2.25,0.0,4.5,4.5,0.0,4.5,2.5,0.0,9.0,4.5,4.5,1,4,5.0,1,2,3,1.0,2.0,37,1.0,2.0,1,64.0
4.0,0.0,4.5,7.0,0.0,1.5,9.0,2.25,2.25,4.5,0.0,6.75,4.5,11.25,4.5,6.0,6.0,3.0,2,6,5.0,6,2,2,2.0,2.0,47,2.0,2.0,0,77.0
0.0,4.5,4.5,5.0,0.0,0.0,2.25,2.25,0.0,4.5,4.5,0.0,4.5,11.25,0.0,6.0,4.5,3.0,2,5,4.0,6,1,4,2.0,2.0,3,2.0,2.0,0,56.75
8.0,0.0,4.5,4.0,4.5,1.5,6.75,2.25,2.25,0.0,9.0,6.75,9.0,1.25,0.0,3.0,7.5,4.5,1,7,6.0,2,1,3,1.0,1.0,41,1.0,2.0,1,74.75
4.0,0.0,4.5,4.0,0.0,1.5,4.5,2.25,2.25,0.0,4.5,0.0,4.5,11.25,2.25,6.0,4.5,1.5,1,2,2.0,5,2,1,2.0,2.0,39,2.0,2.0,0,57.5
2.0,4.5,4.5,5.0,0.0,1.5,2.25,2.25,0.0,0.0,4.5,0.0,0.0,5.625,0.0,3.0,4.5,3.0,1,4,3.0,5,2,3,1.0,2.0,36,1.0,2.0,1,42.625
7.0,9.0,9.0,3.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,15.0,9.0,3.75,1,6,5.0,1,1,3,2.0,4.5,50,1.0,2.0,1,116.5
6.0,0.0,9.0,2.0,4.5,0.0,9.0,2.25,0.0,4.5,4.5,6.75,0.0,11.25,0.0,0.0,9.0,3.0,2,7,6.0,6,2,3,2.0,2.0,44,1.0,2.0,1,71.75
7.0,9.0,9.0,3.0,4.5,4.5,6.75,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,6.0,9.0,3.75,1,7,5.0,2,1,3,2.0,1.0,39,2.0,2.0,0,103.0
4.0,4.5,9.0,3.0,4.5,3.0,4.5,2.25,2.25,4.5,9.0,0.0,9.0,11.25,0.0,9.0,4.5,1.5,1,2,2.0,6,2,1,2.0,2.0,19,1.0,2.0,1,85.75
2.0,0.0,4.5,6.0,4.5,3.0,2.25,2.25,2.25,0.0,4.5,6.75,0.0,2.5,0.0,3.0,3.0,3.0,1,5,4.0,6,1,3,2.0,1.0,45,2.0,2.0,0,49.5
7.0,9.0,9.0,5.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,18.0,9.0,3.0,1,4,2.0,6,1,3,1.0,1.0,40,2.0,2.0,0,118.5
9.0,0.0,4.5,7.0,4.5,3.0,9.0,2.25,2.25,0.0,4.5,6.75,9.0,11.25,4.5,18.0,4.5,2.25,2,5,6.0,6,2,2,1.0,2.0,18,1.0,2.0,1,102.25
4.0,9.0,4.5,3.0,4.5,3.0,4.5,2.25,2.25,0.0,4.5,0.0,0.0,11.25,4.5,6.0,6.0,3.0,2,2,2.0,6,2,3,2.0,2.0,5,1.0,2.0,1,72.25
6.0,4.5,4.5,2.0,4.5,4.5,9.0,2.25,2.25,0.0,9.0,6.75,9.0,5.625,0.0,15.0,0.0,4.5,1,4,6.0,3,1,2,1.0,1.0,33,1.0,2.0,1,89.375
6.0,4.5,4.5,7.0,0.0,1.5,4.5,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,0.0,7.5,3.0,2,3,2.0,6,1,1,2.0,2.0,43,1.0,2.0,1,76.75
9.0,0.0,9.0,1.0,4.5,0.0,9.0,2.25,2.25,0.0,4.5,0.0,9.0,11.25,0.0,9.0,5.25,4.5,2,6,5.0,2,2,1,1.0,1.0,11,1.0,2.0,1,80.5
6.0,9.0,9.0,3.0,4.5,0.0,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,9.0,4.5,1,3,2.0,6,1,2,2.0,4.5,10,2.0,2.0,0,121.5
3.0,4.5,4.5,5.0,0.0,1.5,4.5,2.25,2.25,0.0,4.5,0.0,0.0,11.25,0.0,6.0,6.0,3.0,1,2,5.0,1,2,2,2.0,2.0,39,1.0,2.0,1,58.25
9.0,9.0,4.5,7.0,0.0,0.0,4.5,0.0,2.25,2.25,0.0,0.0,9.0,1.25,4.5,0.0,9.0,4.5,1,4,3.0,1,1,1,2.0,1.0,10,2.0,2.0,0,66.75
8.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,18.0,7.5,3.0,2,6,6.0,6,2,6,2.0,2.0,14,2.0,2.0,0,128.0
6.0,0.0,4.5,2.0,0.0,4.5,4.5,2.25,2.25,0.0,9.0,0.0,4.5,3.75,0.0,18.0,4.5,2.25,1,2,2.0,2,2,1,2.0,1.0,34,1.0,2.0,1,68.0
8.0,0.0,9.0,2.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,6.75,9.0,11.25,4.5,6.0,9.0,3.0,1,7,5.0,2,1,3,1.0,1.0,50,2.0,2.0,0,104.5
7.0,0.0,4.5,3.0,4.5,3.0,9.0,2.25,2.25,4.5,9.0,6.75,0.0,11.25,4.5,9.0,7.5,3.75,1,6,5.0,1,1,3,2.0,1.0,7,1.0,2.0,1,91.75
4.0,0.0,4.5,7.0,2.25,0.0,4.5,0.0,2.25,2.25,4.5,0.0,4.5,11.25,2.25,9.0,4.5,3.0,2,6,5.0,6,2,2,2.0,2.0,33,1.0,2.0,1,65.75
6.0,9.0,9.0,6.0,4.5,4.5,9.0,2.25,2.25,4.5,9.0,0.0,9.0,11.25,4.5,9.0,7.5,3.75,1,7,6.0,6,1,3,2.0,1.0,18,1.0,2.0,1,111.0
9.0,4.5,4.5,7.0,0.0,3.0,9.0,2.25,2.25,4.5,4.5,3.375,9.0,5.625,4.5,0.0,0.0,4.5,2,6,5.0,6,2,1,2.0,1.0,5,1.0,2.0,1,77.5
0.0,4.5,0.0,5.0,4.5,2.25,4.5,2.25,0.0,4.5,4.5,0.0,9.0,11.25,4.5,9.0,9.0,3.75,1,5,4.0,5,1,3,1.0,2.0,26,2.0,2.0,0,78.5
8.0,0.0,9.0,4.0,4.5,3.0,4.5,2.25,2.25,4.5,4.5,0.0,9.0,11.25,4.5,12.0,6.0,3.0,2,6,5.0,2,2,3,1.0,2.0,10,1.0,2.0,1,92.25
